inf,40.69565217391305,41.706924315619965,47.692307692307686,40.139616055846425,38.68613138686131,39.212007504690426,43.36917562724014,41.81494661921709,40.943396226415096
inf,inf,46.801346801346796,32.42009132420091,30.57199211045365,24.798387096774192,28.514056224899605,29.53156822810591,33.99602385685884,24.843423799582467
inf,inf,inf,50.905797101449274,45.13422818791947,47.59450171821305,47.651006711409394,46.96707105719238,45.876288659793815,50.67796610169491
inf,inf,inf,inf,36.68903803131991,31.615925058548015,36.218678815489746,8.146067415730343,40.57017543859649,33.56321839080459
inf,inf,inf,inf,inf,26.105263157894726,28.305785123966942,29.338842975206617,31.66666666666667,31.643002028397575
inf,inf,inf,inf,inf,inf,18.241758241758248,23.516483516483518,30.08474576271186,28.721174004192875
inf,inf,inf,inf,inf,inf,inf,23.713646532438474,33.82352941176471,31.54639175257732
inf,inf,inf,inf,inf,inf,inf,inf,33.89830508474576,31.567796610169495
inf,inf,inf,inf,inf,inf,inf,inf,inf,31.991525423728817
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
